Order ID,Date,Product,Category,Region,Sales Revenue,Profit
ORD001112,2024-05-23,Smartphone,Electronics,North,3829.96,521.23
ORD001113,2025-04-03,Tablet,Electronics,East,2048.07,172.21
ORD001114,2023-09-02,Smartphone,Electronics,South,2761.29,403.69
ORD001115,2023-12-20,Sofa,Furniture,North,4790.27,1561.54
ORD001116,2025-02-23,Laptop,Electronics,Central,2945.58,431.99
ORD001117,2025-08-08,Monitor,Electronics,North,70.61,6.5
ORD001118,2025-04-11,Microwave,Appliances,East,1265.6,124.4
ORD001119,2025-10-13,Bookshelf,Furniture,West,723.41,50.04
ORD001120,2023-05-28,Smartphone,Electronics,Central,1768.97,247.94
ORD001121,2024-03-29,Notebook,Office Supplies,South,1221.02,235.63
ORD001122,2023-06-27,Stapler,Office Supplies,West,3942.88,1358.34
ORD001123,2023-10-11,Stapler,Office Supplies,South,2060.24,145.51
ORD001124,2025-06-19,Monitor,Electronics,North,4590.44,995.15
ORD001125,2024-09-20,Tablet,Electronics,South,830.94,171.1
ORD001126,2023-03-31,Air Purifier,Appliances,North,4707.49,746.96
ORD001127,2023-03-29,Air Purifier,Appliances,West,2909.95,202.93
ORD001128,2024-02-19,Stapler,Office Supplies,West,3347.3,626.33
ORD001129,2023-07-09,Printer,Electronics,East,891,109.53
ORD001130,2025-06-23,Smartphone,Electronics,East,2813.21,180.92
ORD001131,2023-03-25,Monitor,Electronics,East,4125.78,1321.25
ORD001132,2024-09-30,Mixer,Appliances,North,1161.65,397.82
ORD001133,2023-06-21,Air Purifier,Appliances,East,4953.64,714.97
ORD001134,2025-07-29,Notebook,Office Supplies,South,2354.07,770.36
ORD001135,2023-03-25,Vacuum,Appliances,East,1231.81,69.26
ORD001136,2024-10-26,Refrigerator,Appliances,North,3921.49,1286.26
ORD001137,2025-09-21,Bookshelf,Furniture,East,3036.87,369.47
ORD001138,2025-03-18,Air Purifier,Appliances,East,4656.71,1343.78
ORD001139,2024-10-12,Monitor,Electronics,North,1580.3,218.93
ORD001140,2023-07-30,Monitor,Electronics,North,2646.95,138.03
ORD001141,2024-01-08,Sofa,Furniture,Central,173.55,24.67
ORD001142,2024-08-27,Printer,Electronics,Central,1116.12,256.38
ORD001143,2024-03-07,Laptop,Electronics,South,3531.4,710.79
ORD001144,2025-11-23,Stapler,Office Supplies,North,612.04,141.44
ORD001145,2023-12-30,Vacuum,Appliances,Central,1332.51,166.95
ORD001146,2025-01-13,Chair,Furniture,Central,4685.68,1106.96
ORD001147,2024-09-26,Folder,Office Supplies,East,4189.62,209.63
ORD001148,2025-06-11,Cabinet,Furniture,South,751.99,189.27
ORD001149,2025-02-12,Vacuum,Appliances,West,2462.58,604.42
ORD001150,2025-07-19,Laptop,Electronics,North,2482.76,364.06
ORD001151,2024-04-04,Sofa,Furniture,West,2655.31,864.54
ORD001152,2025-01-31,Bookshelf,Furniture,North,2125.86,720.25
ORD001153,2025-02-26,Cabinet,Furniture,West,4495.63,1183.17
ORD001154,2025-11-04,Sofa,Furniture,West,965.17,73.88
ORD001155,2023-08-13,Tablet,Electronics,South,4711.24,1555.24
ORD001156,2025-02-20,Pen,Office Supplies,West,3143.29,428.07
ORD001157,2025-06-26,Folder,Office Supplies,South,3492.41,193.97
ORD001158,2025-09-24,Microwave,Appliances,North,4994.79,324.6
ORD001159,2025-09-01,Vacuum,Appliances,West,1210.06,286.79
ORD001160,2024-11-26,Cabinet,Furniture,South,1833.5,443.89
ORD001161,2023-11-14,Pen,Office Supplies,Central,1300.19,228.98
ORD001162,2025-06-04,Cabinet,Furniture,East,916.03,313.21
ORD001163,2023-05-13,Desk,Furniture,West,394.46,35.17
ORD001164,2023-10-26,Chair,Furniture,West,2568.37,661.96
ORD001165,2024-10-20,Notebook,Office Supplies,West,1966.75,196.83
ORD001166,2024-12-17,Monitor,Electronics,East,792.53,81.35
ORD001167,2024-06-10,Air Purifier,Appliances,Central,4811.3,494.11
ORD001168,2025-08-30,Paper,Office Supplies,North,2664.16,648.74
ORD001169,2023-09-27,Paper,Office Supplies,North,849.54,151.52
ORD001170,2023-08-02,Vacuum,Appliances,North,810.08,152.85
ORD001171,2023-02-13,Notebook,Office Supplies,Central,2745.58,794.16
ORD001172,2025-05-23,Chair,Furniture,West,3273.72,459.3
ORD001173,2024-10-03,Folder,Office Supplies,Central,1534.02,105.61
ORD001174,2023-02-27,Desk,Furniture,East,759.83,100.72
ORD001175,2025-06-19,Air Purifier,Appliances,South,4863.65,1532.74
ORD001176,2024-02-05,Smartphone,Electronics,North,3573.54,885.26
ORD001177,2024-12-11,Vacuum,Appliances,East,2347.49,707.18
ORD001178,2025-05-24,Chair,Furniture,South,2257.71,501.16
ORD001179,2025-01-01,Pen,Office Supplies,Central,1850.62,508.75
ORD001180,2023-07-10,Microwave,Appliances,North,881.91,94.69
ORD001181,2025-07-30,Mixer,Appliances,North,635.25,70.38
ORD001182,2023-11-30,Tablet,Electronics,North,1850.87,605.54
ORD001183,2023-05-25,Laptop,Electronics,East,3472.25,896.9
ORD001184,2023-08-26,Cabinet,Furniture,West,82.09,21.84
ORD001185,2025-01-12,Printer,Electronics,North,566.39,100.87
ORD001186,2024-06-15,Folder,Office Supplies,North,3500.32,1194.39
ORD001187,2023-12-24,Desk,Furniture,East,4307.12,272.92
ORD001188,2023-01-14,Mixer,Appliances,West,1986.73,104.05
ORD001189,2025-01-18,Printer,Electronics,Central,3149.93,178.68
ORD001190,2024-08-29,Refrigerator,Appliances,East,776.1,86.18
ORD001191,2023-09-28,Cabinet,Furniture,East,138.88,40.74
ORD001192,2025-07-15,Smartphone,Electronics,Central,2215.75,240.84
ORD001193,2023-02-27,Air Purifier,Appliances,East,1878.46,531.04
ORD001194,2025-12-03,Cabinet,Furniture,West,2751.22,214.48
ORD001195,2023-08-06,Microwave,Appliances,North,642.13,67.77
ORD001196,2025-06-10,Microwave,Appliances,West,4347.6,363.73
ORD001197,2024-09-28,Smartphone,Electronics,North,4812.96,1021.08
ORD001198,2023-11-15,Laptop,Electronics,North,4017.13,357.35
ORD001199,2023-11-21,Tablet,Electronics,East,114.69,26.61
ORD001200,2023-03-10,Chair,Furniture,South,4229.41,1443.24
ORD001201,2024-12-20,Paper,Office Supplies,North,4210.32,347.98
ORD001202,2024-11-23,Smartphone,Electronics,West,2214.08,295.24
ORD001203,2023-09-04,Tablet,Electronics,North,514.23,48.02
ORD001204,2025-09-05,Bookshelf,Furniture,East,4415.91,925.34
ORD001205,2025-02-08,Cabinet,Furniture,South,2197.19,723.08
ORD001206,2024-03-14,Mixer,Appliances,Central,659.43,123.91
ORD001207,2023-04-28,Air Purifier,Appliances,South,3877.56,311.78
ORD001208,2023-06-27,Refrigerator,Appliances,North,4395.84,1123.35
ORD001209,2024-01-19,Chair,Furniture,West,574.96,159.58
ORD001210,2025-12-20,Mixer,Appliances,North,4508.24,799.13
ORD001211,2024-12-05,Pen,Office Supplies,North,89.95,8.22
ORD001212,2025-03-07,Paper,Office Supplies,West,2453.95,209.49
ORD001213,2024-11-13,Pen,Office Supplies,East,3325.39,656.49
ORD001214,2023-02-09,Smartphone,Electronics,Central,4044.15,443.71
ORD001215,2025-11-23,Chair,Furniture,West,3532.93,1105.76
ORD001216,2025-02-22,Tablet,Electronics,East,134.97,38.38
ORD001217,2025-10-21,Folder,Office Supplies,West,3351.07,365.86
ORD001218,2025-09-20,Sofa,Furniture,Central,3377.38,340.11
ORD001219,2025-09-14,Folder,Office Supplies,Central,113.63,36.11
ORD001220,2024-03-27,Microwave,Appliances,North,3344.53,1126.88
ORD001221,2023-12-07,Sofa,Furniture,Central,3166.82,441.87
ORD001222,2024-01-29,Stapler,Office Supplies,North,4088.21,1017.95
ORD001223,2023-07-01,Cabinet,Furniture,North,4749.37,324.41
ORD001224,2024-05-14,Sofa,Furniture,East,289.91,40.51
ORD001225,2025-09-14,Air Purifier,Appliances,Central,926.64,149.74
ORD001226,2024-09-18,Laptop,Electronics,East,3359.29,755.8
ORD001227,2025-05-06,Air Purifier,Appliances,West,794.55,165.81
ORD001228,2024-01-09,Cabinet,Furniture,East,1600.14,467.99
ORD001229,2025-06-19,Smartphone,Electronics,West,115.3,38.85
ORD001230,2023-04-19,Air Purifier,Appliances,North,110.89,17.85
ORD001231,2024-09-05,Sofa,Furniture,Central,4093.4,1253.29
ORD001232,2024-01-26,Laptop,Electronics,North,2850.4,989.81
ORD001233,2023-09-30,Refrigerator,Appliances,South,1038.67,265.63
ORD001234,2025-12-23,Monitor,Electronics,West,782.45,121.47
ORD001235,2024-08-29,Air Purifier,Appliances,South,459.11,125.05
ORD001236,2025-03-27,Tablet,Electronics,West,4474.81,1249.64
ORD001237,2023-09-09,Monitor,Electronics,West,2984.97,886.72
ORD001238,2023-04-22,Sofa,Furniture,Central,1476.28,310.8
ORD001239,2023-05-23,Refrigerator,Appliances,East,195.99,29.39
ORD001240,2023-01-20,Pen,Office Supplies,North,3230.43,269.79
ORD001241,2023-08-16,Monitor,Electronics,Central,955.43,143.98
ORD001242,2025-09-06,Vacuum,Appliances,East,2820.08,981.02
ORD001243,2024-09-04,Refrigerator,Appliances,Central,2461.52,850.76
ORD001244,2025-09-30,Microwave,Appliances,East,4944.53,1471.61
ORD001245,2025-05-10,Microwave,Appliances,North,3295.15,730.89
ORD001246,2025-12-06,Microwave,Appliances,North,1361.38,261.25
ORD001247,2025-06-02,Microwave,Appliances,North,539.78,98.95
ORD001248,2024-11-28,Refrigerator,Appliances,Central,704.49,159.77
ORD001249,2024-05-21,Paper,Office Supplies,East,1160.32,240
ORD001250,2025-05-11,Bookshelf,Furniture,East,818.84,229.52
ORD001251,2024-04-20,Desk,Furniture,North,1340.89,215.46
ORD001252,2024-10-16,Tablet,Electronics,North,2644.87,608.2
ORD001253,2024-07-24,Sofa,Furniture,East,260.24,86.61
ORD001254,2025-03-14,Vacuum,Appliances,West,1228.92,372.8
ORD001255,2024-08-24,Microwave,Appliances,South,2449.15,233.9
ORD001256,2025-12-19,Pen,Office Supplies,South,3111.56,667.6
ORD001257,2025-03-17,Tablet,Electronics,East,304.75,21.58
ORD001258,2024-01-16,Laptop,Electronics,North,1228.2,255.43
ORD001259,2025-11-09,Bookshelf,Furniture,South,3985.76,1317.62
ORD001260,2024-08-30,Chair,Furniture,Central,495.2,50.57
ORD001261,2024-01-22,Cabinet,Furniture,West,2065.37,639.46
ORD001262,2023-09-04,Smartphone,Electronics,East,2004.87,615.83
ORD001263,2025-07-13,Refrigerator,Appliances,East,266.01,19.79
ORD001264,2024-02-13,Microwave,Appliances,East,382.72,49.04
ORD001265,2023-12-08,Cabinet,Furniture,North,1909.99,244.88
ORD001266,2023-05-13,Tablet,Electronics,East,492.13,101.84
ORD001267,2025-04-11,Tablet,Electronics,West,4736.52,1536.23
ORD001268,2023-11-03,Air Purifier,Appliances,Central,1392.32,288.79
ORD001269,2025-11-09,Smartphone,Electronics,West,1784.85,91.89
ORD001270,2025-05-02,Printer,Electronics,South,765.08,47.85
ORD001271,2024-10-02,Laptop,Electronics,West,3973.98,398.71
ORD001272,2024-05-30,Pen,Office Supplies,North,1183.14,387.47
ORD001273,2023-01-19,Mixer,Appliances,West,1567.32,444.35
ORD001274,2024-05-27,Folder,Office Supplies,Central,2567.98,586.7
ORD001275,2025-04-05,Monitor,Electronics,East,505.79,115.9
ORD001276,2023-01-18,Bookshelf,Furniture,East,187.77,30.98
ORD001277,2024-11-20,Vacuum,Appliances,West,1617.61,359.43
ORD001278,2023-03-21,Cabinet,Furniture,North,3128.25,344.32
ORD001279,2025-05-28,Laptop,Electronics,Central,2817.63,171.2
ORD001280,2023-10-08,Microwave,Appliances,West,2989.62,777.27
ORD001281,2024-02-26,Notebook,Office Supplies,East,3200.17,761.74
ORD001282,2023-03-19,Stapler,Office Supplies,West,1205.37,317.91
ORD001283,2024-11-07,Pen,Office Supplies,West,4345.74,988.98
ORD001284,2023-09-13,Notebook,Office Supplies,Central,1147.81,291.44
ORD001285,2024-02-19,Chair,Furniture,East,2213.48,413.16
ORD001286,2024-06-12,Desk,Furniture,North,2543.07,818.75
ORD001287,2023-03-29,Cabinet,Furniture,West,1796.82,150.76
ORD001288,2024-11-10,Bookshelf,Furniture,West,3353.26,887.25
ORD001289,2025-08-09,Notebook,Office Supplies,East,1083.17,127.08
ORD001290,2025-12-20,Refrigerator,Appliances,West,1559.4,184.16
ORD001291,2024-09-11,Cabinet,Furniture,East,2441.22,257.6
ORD001292,2023-08-24,Paper,Office Supplies,West,1642.71,221.64
ORD001293,2025-07-17,Folder,Office Supplies,North,450.76,31.56
ORD001294,2025-11-19,Stapler,Office Supplies,East,719.57,198.15
ORD001295,2023-03-12,Monitor,Electronics,Central,2282.79,315.79
ORD001296,2023-01-31,Notebook,Office Supplies,East,4840.2,882.02
ORD001297,2023-11-09,Microwave,Appliances,South,3574.9,1207.49
ORD001298,2023-10-19,Sofa,Furniture,South,4351.9,1013.36
ORD001299,2023-08-17,Monitor,Electronics,North,755.73,70.78
ORD001300,2024-05-01,Sofa,Furniture,East,3930.37,327.32
ORD001301,2025-01-16,Tablet,Electronics,East,4681.4,415.61
ORD001302,2023-04-05,Mixer,Appliances,Central,2356.96,665.87
ORD001303,2023-04-21,Chair,Furniture,South,3377.69,918.69
ORD001304,2024-05-21,Tablet,Electronics,North,3518.4,410.66
ORD001305,2025-06-04,Folder,Office Supplies,North,3697.69,447.95
ORD001306,2025-09-29,Smartphone,Electronics,South,344.39,86.18
ORD001307,2023-07-30,Cabinet,Furniture,South,1008.89,302.13
ORD001308,2023-06-05,Bookshelf,Furniture,Central,4652.15,1614.21
ORD001309,2024-09-16,Chair,Furniture,Central,4765.27,1149.48
ORD001310,2024-10-18,Notebook,Office Supplies,West,172.33,22.47
ORD001311,2023-12-01,Laptop,Electronics,East,2096.18,475.56
ORD001312,2025-10-07,Printer,Electronics,South,1044.11,217.36
ORD001313,2023-03-10,Smartphone,Electronics,North,1994.24,588.32
ORD001314,2024-05-30,Folder,Office Supplies,Central,765.85,238.94
ORD001315,2025-12-26,Bookshelf,Furniture,Central,655.26,75.14
ORD001316,2025-05-08,Paper,Office Supplies,Central,84.27,10.94
ORD001317,2024-12-03,Folder,Office Supplies,East,863.63,87.21
ORD001318,2023-12-15,Notebook,Office Supplies,Central,1242.5,249.31
ORD001319,2024-09-11,Pen,Office Supplies,Central,958.96,222.45
ORD001320,2023-09-24,Air Purifier,Appliances,West,1005.47,307
ORD001321,2024-12-30,Microwave,Appliances,North,1528.21,287.19
ORD001322,2024-12-31,Printer,Electronics,East,2189.36,415.63
ORD001323,2024-11-10,Refrigerator,Appliances,North,4952.69,299.05
ORD001324,2023-04-27,Refrigerator,Appliances,West,139.42,24.76
ORD001325,2025-03-25,Tablet,Electronics,Central,3783.08,593.31
ORD001326,2025-09-10,Paper,Office Supplies,East,3828.4,1015.45
ORD001327,2025-06-27,Notebook,Office Supplies,West,4287.5,1289.75
ORD001328,2024-02-28,Air Purifier,Appliances,South,1821.05,196.52
ORD001329,2025-03-13,Bookshelf,Furniture,West,4791.78,577.09
ORD001330,2024-04-24,Refrigerator,Appliances,Central,3583.71,374.39
ORD001331,2023-02-19,Mixer,Appliances,South,2381.37,543.06
ORD001332,2024-02-29,Air Purifier,Appliances,East,1077.11,284.51
ORD001333,2025-01-03,Printer,Electronics,North,1744.03,470.08
ORD001334,2025-05-05,Notebook,Office Supplies,Central,4664.05,1274.68
ORD001335,2023-01-24,Folder,Office Supplies,North,2697.03,178.87
ORD001336,2025-10-10,Printer,Electronics,South,4221.77,836.04
ORD001337,2023-10-27,Smartphone,Electronics,South,1018.38,321.31
ORD001338,2023-08-12,Desk,Furniture,East,2057.46,554.16
ORD001339,2025-05-06,Bookshelf,Furniture,East,4580.91,1108.69
ORD001340,2023-06-04,Monitor,Electronics,South,370.34,63.09
ORD001341,2023-01-11,Chair,Furniture,East,1855.1,559.15
ORD001342,2025-01-26,Monitor,Electronics,South,4755.85,691.43
ORD001343,2025-10-28,Desk,Furniture,East,2625.76,573.07
ORD001344,2025-05-02,Notebook,Office Supplies,South,4333.48,1295.64
ORD001345,2025-09-12,Paper,Office Supplies,East,889.22,199.85
ORD001346,2025-07-18,Laptop,Electronics,North,3290.01,513.45
ORD001347,2024-10-21,Cabinet,Furniture,South,4536.09,1317.92
ORD001348,2025-04-16,Microwave,Appliances,Central,4445.64,660.1
ORD001349,2025-02-11,Printer,Electronics,South,968.35,227.14
ORD001350,2024-08-09,Notebook,Office Supplies,Central,3904.76,489.32
ORD001351,2025-09-13,Cabinet,Furniture,Central,1606.95,293.11
ORD001352,2023-02-04,Tablet,Electronics,North,1644.78,351.62
ORD001353,2025-07-05,Smartphone,Electronics,West,4323.47,1054.7
ORD001354,2023-07-25,Refrigerator,Appliances,Central,4464.67,473.17
ORD001355,2023-10-26,Paper,Office Supplies,Central,2395.87,621.74
ORD001356,2023-02-12,Smartphone,Electronics,Central,3180.25,941.81
ORD001357,2024-06-15,Chair,Furniture,East,1803.65,224.89
ORD001358,2023-01-22,Smartphone,Electronics,East,1510.66,204.48
ORD001359,2023-04-20,Desk,Furniture,South,392.6,57.6
ORD001360,2024-02-20,Printer,Electronics,Central,1521.62,485.13
ORD001361,2023-08-21,Pen,Office Supplies,North,3957.79,359.26
ORD001362,2025-09-02,Laptop,Electronics,East,4519.63,764.27
ORD001363,2024-10-08,Monitor,Electronics,West,2854.84,903.59
ORD001364,2023-05-20,Notebook,Office Supplies,North,1430.4,351.37
ORD001365,2023-08-13,Air Purifier,Appliances,North,3617.81,836
ORD001366,2023-10-12,Stapler,Office Supplies,East,105.97,8.61
ORD001367,2023-06-09,Desk,Furniture,Central,2302.75,643.2
ORD001368,2025-03-04,Pen,Office Supplies,West,970.4,180.76
ORD001369,2023-10-08,Refrigerator,Appliances,South,1374.79,231.66
ORD001370,2023-05-30,Pen,Office Supplies,Central,4227.16,1032.03
ORD001371,2023-06-18,Folder,Office Supplies,Central,1971.82,160.16
ORD001372,2025-06-30,Refrigerator,Appliances,Central,2076.55,314.6
ORD001373,2025-06-16,Notebook,Office Supplies,South,4754.12,272.16
ORD001374,2024-04-25,Mixer,Appliances,Central,3832.21,1006.55
ORD001375,2024-01-12,Cabinet,Furniture,Central,3962.62,978.77
ORD001376,2025-03-28,Vacuum,Appliances,Central,4440.1,1177.55
ORD001377,2023-02-06,Stapler,Office Supplies,West,1842.11,584.93
ORD001378,2023-09-24,Refrigerator,Appliances,West,346.48,117.25
ORD001379,2024-01-12,Paper,Office Supplies,Central,3863.89,1155.77
ORD001380,2025-02-25,Notebook,Office Supplies,Central,1593.25,557.23
ORD001381,2025-09-24,Folder,Office Supplies,West,4648.59,1074.13
ORD001382,2023-12-02,Stapler,Office Supplies,South,2069.04,423.01
ORD001383,2025-12-21,Microwave,Appliances,North,4514.15,1150.23
ORD001384,2025-05-24,Printer,Electronics,North,4522.13,1305.91
ORD001385,2024-05-12,Mixer,Appliances,North,4970.52,1376.14
ORD001386,2025-11-15,Cabinet,Furniture,North,383.18,120.17
ORD001387,2023-05-30,Air Purifier,Appliances,South,3766.83,869.55
ORD001388,2025-11-08,Refrigerator,Appliances,North,1294.5,352.84
ORD001389,2025-04-25,Pen,Office Supplies,East,4655.94,1328.08
ORD001390,2023-08-25,Smartphone,Electronics,Central,2246.94,710.7
ORD001391,2023-10-01,Monitor,Electronics,Central,672.71,167.64
ORD001392,2024-12-21,Sofa,Furniture,North,4379.55,647.18
ORD001393,2023-09-18,Pen,Office Supplies,East,4204.29,1201.89
ORD001394,2023-02-07,Sofa,Furniture,North,1472.01,328.27
ORD001395,2025-04-20,Chair,Furniture,Central,4832.53,1391.28
ORD001396,2024-12-01,Paper,Office Supplies,East,4745.8,1139.65
ORD001397,2023-05-01,Cabinet,Furniture,East,4451.37,719.83
ORD001398,2024-01-31,Monitor,Electronics,Central,2262.81,452.61
ORD001399,2025-02-05,Desk,Furniture,Central,1122.22,95.85
ORD001400,2024-11-17,Paper,Office Supplies,South,1861,239.06
ORD001401,2023-12-13,Laptop,Electronics,East,3865.61,835.91
ORD001402,2023-10-22,Folder,Office Supplies,Central,2034.92,253.29
ORD001403,2024-03-04,Vacuum,Appliances,East,1651.29,506.59
ORD001404,2023-05-02,Printer,Electronics,Central,810.65,64.13
ORD001405,2024-05-17,Vacuum,Appliances,South,4385.12,223.32
ORD001406,2025-10-07,Laptop,Electronics,Central,1958.84,606.97
ORD001407,2023-01-02,Mixer,Appliances,Central,3835.98,806.95
ORD001408,2025-08-21,Paper,Office Supplies,South,3919.47,1022.45
ORD001409,2023-06-16,Sofa,Furniture,West,1991.21,448.87
ORD001410,2025-06-04,Pen,Office Supplies,Central,1841.06,536.29
ORD001411,2023-02-14,Microwave,Appliances,West,2941.07,785.24
ORD001412,2023-03-21,Sofa,Furniture,West,3142.43,484.38
ORD001413,2024-06-22,Printer,Electronics,South,3836.22,1324.05
ORD001414,2023-11-24,Cabinet,Furniture,South,4872.99,1564.67
ORD001415,2023-04-10,Folder,Office Supplies,East,1598.99,537.74
ORD001416,2025-06-05,Sofa,Furniture,South,3743.32,1260.76
ORD001417,2023-12-26,Desk,Furniture,Central,3331.83,293.62
ORD001418,2023-07-07,Air Purifier,Appliances,East,3789.93,945.96
ORD001419,2023-06-06,Stapler,Office Supplies,Central,3061.13,1005.87
ORD001420,2024-11-13,Cabinet,Furniture,South,2437.73,536.48
ORD001421,2024-05-17,Printer,Electronics,South,539.83,86.81
ORD001422,2025-10-31,Bookshelf,Furniture,Central,2594.19,421.05
ORD001423,2025-02-25,Microwave,Appliances,East,4948.5,899.4
ORD001424,2024-01-31,Air Purifier,Appliances,West,4116.35,593.8
ORD001425,2024-06-11,Vacuum,Appliances,Central,2508.52,357.33
ORD001426,2025-08-21,Laptop,Electronics,West,1686.16,275.35
ORD001427,2025-01-05,Bookshelf,Furniture,Central,2435.39,382.48
ORD001428,2023-05-27,Folder,Office Supplies,East,3169.2,315.98
ORD001429,2025-10-18,Chair,Furniture,North,3353.35,704.77
ORD001430,2023-08-11,Refrigerator,Appliances,East,3636.64,869.9
ORD001431,2024-10-12,Printer,Electronics,Central,3807.37,488.04
ORD001432,2025-10-31,Notebook,Office Supplies,Central,822.98,285.64
ORD001433,2025-10-06,Chair,Furniture,East,4359.49,1231.78
ORD001434,2023-05-26,Notebook,Office Supplies,North,4401.73,1083.35
ORD001435,2024-09-15,Vacuum,Appliances,West,3786.66,246.66
ORD001436,2023-12-27,Air Purifier,Appliances,East,2592.15,790.01
ORD001437,2025-04-06,Air Purifier,Appliances,South,4118.95,875.54
ORD001438,2025-03-03,Printer,Electronics,South,1318.2,446.17
ORD001439,2023-06-16,Monitor,Electronics,East,1209.73,406.83
ORD001440,2024-04-22,Air Purifier,Appliances,East,1353.17,422.77
ORD001441,2025-11-15,Printer,Electronics,West,989.05,123.92
ORD001442,2024-03-17,Pen,Office Supplies,East,2781.54,436.44
ORD001443,2023-09-17,Monitor,Electronics,East,1026.36,244.7
ORD001444,2025-07-23,Desk,Furniture,East,2831.74,267.36
ORD001445,2023-05-23,Mixer,Appliances,Central,4998.74,1605.21
ORD001446,2024-10-21,Stapler,Office Supplies,North,3314.5,732.46
ORD001447,2023-09-09,Notebook,Office Supplies,West,273.13,62.18
ORD001448,2025-10-15,Folder,Office Supplies,South,1358.32,114.78
ORD001449,2024-01-01,Notebook,Office Supplies,East,4937.39,1087.03
ORD001450,2024-11-14,Mixer,Appliances,Central,2007.99,364.21
ORD001451,2024-03-20,Pen,Office Supplies,South,4069.63,1333.73
ORD001452,2024-10-18,Stapler,Office Supplies,Central,4755.95,696.17
ORD001453,2024-06-25,Stapler,Office Supplies,West,1778.98,622.08
ORD001454,2024-01-10,Smartphone,Electronics,East,150.54,38.45
ORD001455,2024-12-03,Mixer,Appliances,North,2057.62,530.72
ORD001456,2025-09-26,Sofa,Furniture,Central,4303.14,1089.29
ORD001457,2024-01-18,Refrigerator,Appliances,West,1534.98,358.89
ORD001458,2024-04-29,Paper,Office Supplies,North,3034.12,334.73
ORD001459,2023-09-13,Stapler,Office Supplies,North,3010.51,745.19
ORD001460,2025-12-15,Notebook,Office Supplies,East,3351.6,1127.35
ORD001461,2024-05-25,Monitor,Electronics,South,4894.25,1310.63
ORD001462,2023-03-17,Chair,Furniture,West,4973.7,559.97
ORD001463,2024-07-10,Cabinet,Furniture,East,875,162.45
ORD001464,2023-12-22,Microwave,Appliances,West,529.52,137.25
ORD001465,2023-10-02,Desk,Furniture,North,4551.63,1590.49
ORD001466,2024-07-16,Bookshelf,Furniture,East,2269.21,642.82
ORD001467,2023-10-17,Sofa,Furniture,West,1519.72,279.69
ORD001468,2023-12-17,Cabinet,Furniture,East,3939.89,350.56
ORD001469,2023-10-20,Cabinet,Furniture,South,4200.5,348.34
ORD001470,2024-12-16,Cabinet,Furniture,Central,1252.43,285.67
ORD001471,2024-10-16,Mixer,Appliances,West,1908.15,125.99
ORD001472,2024-11-05,Monitor,Electronics,South,3675.29,603.18
ORD001473,2023-11-28,Tablet,Electronics,West,2104.1,598.35
ORD001474,2024-10-22,Sofa,Furniture,South,571.2,43.01
ORD001475,2025-12-03,Microwave,Appliances,East,4761.02,1592.78
ORD001476,2025-10-04,Cabinet,Furniture,West,2582.32,795.09
ORD001477,2025-08-08,Vacuum,Appliances,West,3194.41,631.61
ORD001478,2025-11-30,Desk,Furniture,East,3625.03,1091.9
ORD001479,2023-06-06,Desk,Furniture,South,4955.84,1659.02
ORD001480,2024-12-14,Printer,Electronics,North,2934.14,442.9
ORD001481,2024-05-13,Chair,Furniture,South,3520.1,292.91
ORD001482,2024-11-27,Cabinet,Furniture,South,3216.64,856.39
ORD001483,2025-08-26,Monitor,Electronics,East,4074.53,640.76
ORD001484,2024-04-19,Monitor,Electronics,West,2438.87,507.22
ORD001485,2025-06-26,Printer,Electronics,West,2843.31,746.98
ORD001486,2025-09-07,Printer,Electronics,North,3052.71,1031.33
ORD001487,2023-02-02,Desk,Furniture,South,3570.15,371.58
ORD001488,2023-06-22,Smartphone,Electronics,Central,1021.9,166.46
ORD001489,2025-05-02,Vacuum,Appliances,South,2879.6,173.31
ORD001490,2023-12-20,Vacuum,Appliances,North,1103.08,74.72
ORD001491,2023-01-13,Vacuum,Appliances,South,4847.85,712.79
ORD001492,2023-05-06,Bookshelf,Furniture,North,493.48,119.16
ORD001493,2024-06-20,Microwave,Appliances,Central,4834.92,252.45
ORD001494,2025-08-13,Smartphone,Electronics,West,143.2,35.24
ORD001495,2024-08-14,Stapler,Office Supplies,South,1330.24,69.41
ORD001496,2024-05-20,Paper,Office Supplies,West,3671.56,1084.78
ORD001497,2025-08-28,Refrigerator,Appliances,East,1776.48,454.79
ORD001498,2024-05-19,Monitor,Electronics,West,460.48,71.2
ORD001499,2024-05-06,Air Purifier,Appliances,South,2339.64,304.96
ORD001500,2023-11-30,Vacuum,Appliances,North,97.67,22.78
ORD001501,2025-08-07,Tablet,Electronics,North,1954.3,173.45
ORD001502,2024-04-26,Desk,Furniture,West,3893.16,1036.64
ORD001503,2023-05-12,Folder,Office Supplies,Central,499.82,114.33
ORD001504,2023-05-21,Cabinet,Furniture,South,2804.19,216.74
ORD001505,2025-12-01,Folder,Office Supplies,North,610.26,51.36
ORD001506,2025-09-25,Laptop,Electronics,South,4022.79,536.18
ORD001507,2025-04-18,Desk,Furniture,North,3385.59,286.66
ORD001508,2025-08-11,Smartphone,Electronics,South,3773.27,809.48
ORD001509,2023-09-19,Paper,Office Supplies,Central,3685.58,1259.14
ORD001510,2023-09-12,Pen,Office Supplies,South,4261.61,1445.67
ORD001511,2023-01-08,Cabinet,Furniture,West,3648.12,570.13
ORD001512,2023-06-24,Desk,Furniture,Central,4950.33,397
